Id,Price
4567,163212.58349542852
5925,125661.4944188057
960,152885.28387771818
3848,135332.20797530576
746,206310.98480726435
868,356736.29678848514
672,129934.77477914699
2471,204106.18233793144
4510,138066.52892238853
8354,244256.9699811753
6393,173787.34295292295
13270,233099.49099258843
5250,346987.3894078272
16751,190672.86357084697
11404,130293.26924278839
10588,330211.9919631623
14925,221955.28309230602
6791,203904.7199606055
16097,185568.6182942967
16428,381658.9459916854
6945,307178.4012406799
3190,194943.61779707143
15709,385784.5624138508
13155,166658.57523171575
7675,191527.0662771495
14686,226119.88215855142
609,153174.87015882338
11155,184876.9569636556
10869,220369.70192216468
15742,196644.11305189258
9245,195628.81415302109
3340,188993.65113243207
2359,266992.54990737303
8070,193808.49806331922
13707,134887.16689316876
16079,283396.23904334364
15937,274093.2797126825
14090,178648.8476182
9008,200837.41709267892
16384,166391.82836952136
11657,259236.41800168005
13151,163737.98631768234
8990,157348.7802564149
11857,185538.91656192287
1565,161587.2145184994
8174,106524.27645099652
9247,253413.06065219006
10478,214469.0927467242
15509,145232.24158383312
8306,263476.63570890663
6642,177569.38723859776
7472,197531.54474630146
15989,132700.84016402625
13682,127628.65343054754
163,228682.87435610796
7076,194088.7337058654
7478,317739.79075644683
3029,186066.84231588285
1814,135934.06004062734
10057,124434.73207680143
15100,197451.39526419636
12694,210441.21367611995
6291,184619.11014149542
12603,197476.86158874052
3218,219311.21202430376
13456,123409.71002983754
10170,217540.80214824987
4530,174771.59355396152
13329,178404.51582461587
4820,167711.62525941394
10896,166725.56460972034
13416,116572.09371585383
2701,239389.2255973903
11265,335797.55275777366
9189,284189.29388526693
1858,181925.97884222498
14536,246380.21594396664
6199,297183.260205781
14730,155081.9180191063
7510,226345.96195915298
15505,169764.12526274112
7446,179137.8204817936
14016,194014.22661336412
14113,107359.55153417362
8721,280271.92745987506
6193,311107.26068000245
5717,185766.3648438939
5427,296472.1744836665
9520,446843.97884835955
6869,112881.48610875242
1658,160002.02715032804
6639,204430.43712718497
6283,179481.08719662094
6257,129559.61797245372
15235,186769.62860630944
902,221270.45750658333
8932,170873.0323149687
16469,387320.06415717734
2825,273043.1623566829
6450,418366.51952546363
11366,184065.32988554434
3801,380388.2494523573
11385,198110.6984818222
1079,190650.84565424675
3202,253240.36204560703
676,224439.19568806677
6185,276814.51357189706
7730,168952.53770125296
2573,182310.19140653536
10978,202539.50914518873
10962,266078.25578683696
8870,188562.57624620973
8496,181735.57076402774
5517,163523.36414209407
927,181185.70859323142
13675,197607.36881628385
1499,219123.20364575312
15536,312641.7109086869
8602,356699.3383784768
12137,393515.41768517275
9865,240417.78238964867
16353,253126.60543234102
15908,211365.39071044023
3944,186678.41089116363
10359,204663.4373887783
15158,200315.61614925895
3259,249559.77663478727
7220,325784.75451267825
13843,219367.6108671033
16736,179452.83362789752
702,258062.5298574638
16401,153247.75740100126
12134,191386.0283778973
6918,248925.71427351428
11792,128136.04529144718
3798,141063.56612824707
10395,132037.90910686686
11099,146273.45270663788
7090,209115.59103273123
11260,200564.64999312646
9647,203479.910982879
2903,375511.0208622304
2071,196536.10460639207
8604,213752.02701492602
9346,216735.40436333933
3945,193213.870719594
3420,126449.39786939432
10842,125932.48956476648
725,153028.9311482303
13931,194438.04558827943
16330,249872.558834327
9066,402207.1653871721
3326,299265.57213392894
1556,271136.03643588175
6579,109483.0256536818
13877,142673.3924673704
9857,337769.4737689952
7302,241714.7293407182
5684,184469.9571914019
6513,233608.142313836
11342,116301.54687795375
16561,246645.54454724252
6885,180902.55498813474
9308,165570.66600247548
2559,189881.96595881175
6648,179632.56699224288
15260,165422.94620002707
5113,183350.7684976977
16492,182808.02634450243
12034,261307.9768174525
7248,198871.1423636831
2171,199105.74403807713
10594,160189.5986564402
13241,206958.1280589224
7032,147994.13330974607
4884,174216.83756141213
903,245582.28529119992
162,177575.79143609933
6566,274720.4790565934
8249,134765.5309308007
13106,187403.42502783157
256,125238.85041047228
7976,183226.33843521914
8575,175505.6845316761
7591,261906.34860438702
3204,223512.07269791613
15804,177017.94181764018
1525,331795.63542048074
9038,201674.73991735987
13628,186926.5394842916
10016,185041.67214636444
10208,223020.49995880283
2008,199117.466318326
13029,202199.2027479466
5099,126112.11680937475
9923,315815.83679035574
9461,136498.26571623617
11086,156253.84847784042
15057,270168.0145697463
10689,186999.72082828646
2053,197650.42797030072
16630,168169.78952518918
4985,178737.3460380837
13881,224101.58920843538
13225,183178.53877165195
5779,74020.31999948702
10262,182310.19140653536
10762,225738.2248171034
9513,199014.4554758798
11128,167110.3232604683
2074,296003.9140682355
933,190601.94562895127
2780,178318.03222855885
6594,123652.66853543499
15394,274226.4566662459
14863,124197.21049484576
6698,196689.92506748452
1611,281675.1716812219
174,181818.78758489378
5160,184651.63395670668
3295,299867.51625909144
4559,375069.0498774749
8254,171055.1826963108
10228,111463.1740822481
13924,136028.01025885248
15341,233563.53160546932
4353,163266.13651925855
4334,78507.59023641869
1872,178389.93456725444
7823,179954.82613907979
310,144570.8052827573
3704,256598.84599683198
11615,277112.9441306063
6605,197142.77425579657
3381,165614.48231688738
2143,139779.55298144507
3191,238609.65725663523
13980,126357.67823217848
15613,160859.2912993248
10943,304741.2596969854
9654,180025.85205902703
16053,475546.1118359205
14931,205292.33794896945
8299,244407.78327387944
2147,183431.81239600136
11567,435070.6238541129
5905,134557.82902227168
11160,117306.1544406536
8275,146149.11032144955
16398,262708.5960919712
11229,192112.163960509
10309,155281.12073841828
7340,251550.29647418283
7653,172046.22457873265
272,202811.77071544284
9831,206833.7596988987
5016,146610.876761402
5968,74882.54465498043
796,247505.89425753598
12123,123409.71002983754
16629,187190.8357778026
2637,175299.6257270069
6194,223927.76146872208
6216,342174.3782610927
14346,185441.06667303192
6428,141501.80759449152
2891,225358.20500038922
84,164028.98631086794
9260,213032.7137441449
15250,138206.82404125552
2348,214392.51478945455
10427,270968.38109638396
13230,257382.7114986943
1691,220204.05328354784
8803,128450.5868605262
5464,246326.94499257047
10559,115989.53415280285
16787,300088.15532467153
4278,154279.08442185927
6183,163414.53548321922
12775,166168.75880025723
10104,184221.37376701937
13663,182726.04079301053
9404,290513.6847318103
14724,219404.4300194144
10040,178850.29122537797
4646,190905.32491448158
4754,156682.74251588242
3310,212943.6952144162
2003,185466.56280556894
7312,228900.36602207125
10921,233089.07943541065
13419,275544.8290441136
10105,169809.11174737426
2196,472791.65425073454
12659,239125.94984248595
4380,233889.13972591946
10847,151013.79538954727
10805,256717.6603413092
8709,103942.95083021706
8319,179066.34618375887
2215,191646.64344803875
7000,190129.27310600082
7701,107061.66447563306
9678,195923.64173077277
14026,221021.48131173232
7971,175817.45706370962
13734,149646.45847739492
16483,200709.96357181793
6150,202297.2932586053
2931,275443.2214996999
5418,186072.76701081768
1662,426816.6080861955
2441,204275.52604619367
669,144126.00387968982
7734,177616.08206254942
6010,262900.2845955791
266,134492.89942922955
632,132865.9719529241
16221,143331.1142324316
11832,180925.76882328925
5035,129934.77477914699
37,115687.96370260612
6168,180526.96996306
11757,186481.94292243914
8086,138945.0668755306
6529,233269.77568809947
15121,203664.06567193865
13904,139698.79274399157
3711,172189.48352125415
16563,146559.6823428313
14494,182779.25384601773
3006,219834.3086911602
15299,123016.09812297653
92,275705.9848775169
8066,201340.08422627082
16071,198822.6139258964
10662,141240.7019161447
3883,250922.6257173773
5511,147377.882887229
2821,270252.4914037159
9570,197287.17912793005
4326,280825.3961715792
9251,226146.40122807768
9031,204175.80091058544
12689,199003.83628147613
16380,250395.148036266
1053,255277.41489816812
4568,178420.35662152673
16140,117057.18498136902
14356,330582.58048355824
8466,182781.6217468268
15652,153887.08356392727
3285,119975.4440069929
3198,162356.0687149888
14088,392286.87674888613
2268,118208.31784852564
15472,205293.42901540414
1203,194981.73976310788
7157,331683.69863990456
6886,184260.14603391604
5083,254415.51784525128
7467,115687.96370260612
14068,198407.46974645657
2080,186717.02074350262
10865,152568.34581434928
13516,177024.63236196095
14150,209679.2597741354
7609,124967.07094367196
2144,362694.56261878967
10357,194304.92455802797
2396,220431.88650585513
1526,385596.6674752836
10890,248950.9604806116
8638,463594.0952435257
6050,252122.34353961065
7639,117439.69551957467
10544,212292.79464426747
9577,268539.92418268655
13195,214870.3663761789
3484,222496.37131937302
16668,412526.7249255836
7171,172063.62442580223
8547,209859.89225981903
12735,221550.27863600448
9093,195295.8196503607
15323,240050.9721214579
14897,149389.99429389866
5135,143490.33657364815
5327,235926.50805638573
13133,250246.35457310488
1676,296430.8004729919
16296,277495.84353871114
1095,152312.25622275638
12528,150642.73723917015
7348,247367.35276343656
11663,175601.8258884226
1803,218505.67727273697
1510,248867.02366817242
16045,177643.40604622566
2900,154894.91543964876
3236,180929.266176936
1318,299042.70418270834
14948,229756.5015995243
7840,306442.8587261821
15325,191001.55281881412
8700,178559.13241105113
15706,195314.3552665339
14449,160776.61950353323
16117,176865.9643564157
4529,206226.70724383858
11199,194164.10777956375
4052,294064.67232585256
821,206050.77617013
68,292570.1849381564
554,122548.31609215327
452,206949.42903701172
11394,285656.75973677746
11393,176436.8261959396
9535,142945.85610438313
4024,196020.63679964445
10069,218156.18866549368
12007,172125.4557070896
12368,404056.92271160876
1259,328523.3063586673
1124,274430.7384170815
3707,185843.43067545342
8767,159294.31042505716
1919,161411.3447942113
16741,172071.25358044583
6664,258920.8938100476
5688,352664.61827629816
7799,158426.05419815297
14843,326313.76056944835
7532,158921.95062692303
8133,153656.90095456972
6264,315663.7781853851
4125,171896.90791423357
2410,181631.53203942324
13607,215718.64863901658
1716,271544.4420404905
1370,145153.14604986768
2273,335895.8764859957
15298,334514.68100748054
4284,250878.40194765604
12303,176487.80181313204
7808,129668.33248294036
2203,134655.34986121897
7237,128771.8214887503
15864,136975.5801527833
2844,182850.45906343305
5729,166291.03983028364
11812,339866.02869042783
1779,178805.95218230854
6442,150530.54490267203
6160,208967.500158093
8266,197137.257901128
9903,160999.24070138924
2867,131893.7235732268
6998,177125.5418506773
13932,180891.06791871536
12587,189941.3582471234
3611,274143.0172617206
2646,269647.3447095992
1890,171737.68359839427
860,258395.25102682118
14187,219283.46237939963
12569,278797.3976600018
1276,107386.80381881198
12025,194904.46428054426
4890,325041.50373857137
14410,302192.6190209286
10352,374488.7513503264
11407,201088.58682127335
10384,180384.97425533354
7622,296181.8931934184
12578,176972.71162327917
15820,170446.82701483654
563,197672.3725691912
15226,161782.58519753817
6396,214870.3663761789
6247,143782.91562287958
3339,166193.7940347638
10975,297964.49761580734
7475,120461.80054903832
11129,208737.35276773473
3051,277932.92714334506
10232,246169.69075515567
14106,180498.15038509556
5502,235566.72930569312
4558,77613.75032017344
4181,146554.10073843584
8426,126654.23570189992
6611,178454.12440752107
14641,157923.63592185877
15539,253030.73930984226
13119,137360.7866265839
11716,174088.1897970505
7316,247678.35433755702
7791,120173.31998373727
13034,322347.8819151223
1068,253360.7059172175
4060,171669.41237790976
10172,224226.4008281804
2591,182676.9345719391
12494,320142.20226061234
7828,321683.72970371187
15284,180890.6504845461
7947,174919.9682534007
16335,210842.96122131342
10234,310604.6698045313
2797,245078.08582020283
5341,259827.43030223736
3059,284950.1788728671
1559,79909.76967710619
15320,280262.96045598196
10284,360782.5594653395
4134,196796.88007951135
4481,216455.69575609156
7222,177320.93650778139
4062,231754.9676920374
2192,218686.1764269122
9637,193487.29331019317
16236,175507.87666976303
4272,161445.89974998357
9406,282206.22391296487
14309,236673.69490118785
1946,302969.3072505988
16235,245296.46097718345
7146,160256.5167139453
16784,235044.78634969212
349,321036.56983669236
6251,174637.75206364246
5128,359393.8985707557
11718,173569.08805354554
16721,118840.31011127053
12517,234532.12108736046
15961,179661.9402046867
9428,165080.138152467
14541,150366.05535469827
10168,127143.37930581081
11270,175835.01824774992
13210,251854.16662565345
11518,180762.3550954672
12612,161854.93545488548
16352,125639.38926262912
9935,139128.6484024209
15521,291572.0516755887
11482,191926.92339033497
11443,195147.5267659566
9459,262636.7120034937
9218,177547.8451050747
854,142676.40134760883
5619,157443.17525019147
9208,181960.81363884258
4391,133852.03823876308
15207,151786.08271006413
7183,182059.339863835
16442,214870.3663761789
7936,98045.02316983425
10606,344633.8258638164
4979,154437.33048744034
4854,269233.0332832935
16476,128377.04864068264
10516,156959.74432452195
16261,256850.35097567076
90,409624.6380752666
5433,175897.57513517092
14338,134492.89942922955
13487,238105.32065972209
8211,445643.84787336685
170,153564.2919184356
14051,115478.69630120951
10686,199112.11791272074
7595,286567.77402897767
6777,377338.8150828025
14661,178649.95931688778
13991,336747.06075938884
16795,172953.24433150492
2740,127582.51697203005
7368,354957.79276048933
2413,244522.44377603268
1852,443500.5894799819
15200,361892.7608949845
8467,342072.58135310607
16379,261450.79342388432
3375,183940.59365884357
5945,454355.7297101634
2641,185047.31547479526
2837,349448.13506598526
3498,242771.7496637293
10876,145124.95028972204
1285,217610.63393821026
9285,255341.93742580697
4015,327993.39939621266
2526,173885.00340778375
7814,217703.14398993817
7117,284186.65704013547
12359,129503.18471373942
3303,282241.4904068195
13874,170967.92757226934
5484,177595.67866900924
15067,147070.9237079302
12639,216433.23877470195
3388,241273.62056147467
4256,183386.1129746223
15738,219533.90078442855
14049,171894.8163700923
15780,178833.18629987008
9564,180792.0210768859
11910,207984.41510305525
11315,205868.27465364232
1733,169404.6502127155
3910,335966.4453391658
7552,459253.63383387274
254,235393.7898779625
5222,206112.6199972053
8314,212405.45581779061
16743,258706.6465682563
10335,110869.16452872702
8226,268306.78175689955
12254,192676.48220123764
13152,225512.75153217377
15020,193786.2883566405
16349,246555.95013242698
11924,156373.99230744594
12543,186330.76764178305
14114,239765.56622004753
12318,245924.55059215825
15383,171944.33867068688
6679,214917.52442220008
635,166656.3930731222
15993,286430.98733336607
11375,204856.6915956818
11216,191815.41873042364
15401,220171.5823456368
11301,139617.8217613971
13804,273175.57028992305
10839,209998.93596887914
1588,329753.4476720902
3596,179390.90062224504
5816,164039.37519960824
8099,138575.4878519495
6551,192653.6253890507
14075,485277.68852241844
13431,186335.91717982708
9481,299831.5216147885
5295,146577.83471818452
15859,335921.54747403774
10634,341911.89381562127
444,235449.93846875246
11686,257072.93809665478
1213,203406.51532097187
13970,193558.24250832846
6849,419548.10529830074
9911,268509.1720797409
5649,152340.9706217981
7184,256156.5483510219
5877,265906.6124848335
1655,208560.4218085268
15301,203976.9727794323
12389,243147.33068724818
5241,263011.4386598476
7048,159816.84859681872
10574,142616.47358135757
8593,142279.46186203617
4752,184100.20695694425
14663,196223.19113491912
10994,216032.13052985384
87,84276.53026138058
5132,125238.85041047228
6372,364719.6831301202
7411,288114.0542034604
3319,237051.40322819393
9355,125578.02465827731
5139,263124.34620525554
56,294507.2692897009
3249,173032.58354432398
5047,93135.61456424683
13238,292269.54511711304
2190,327713.9986510825
15599,166169.22646580794
6542,156118.42064247144
1968,201358.93555770192
5630,176458.1561821566
9157,216212.27906697217
789,196464.9475419974
1413,273988.67062383424
12514,271220.43874534575
13459,138575.4878519495
1345,215195.92323141076
4034,204932.22980844698
15169,149662.768893237
6770,255192.27199693286
3334,182896.21822374538
12998,162826.17486783813
15870,225523.530760419
1871,151221.6434990992
5770,166521.37135806854
13196,159921.258578214
7633,183647.90260757305
10699,197499.96873523857
15470,197273.37375249452
1903,505006.09167020494
13860,247554.82962257147
7649,167575.79320472755
11043,238115.6850081348
2922,221047.6929284665
7538,328213.99759805406
9477,120902.2721935138
117,471978.3719509843
1457,252327.92000130378
7082,170747.038075287
3053,251497.60482836026
12522,122469.12122437141
5744,364947.12691975664
13566,313344.2754905189
1464,126812.75594879377
3852,126872.47788701026
9557,244433.98182905428
14719,432450.5324231974
13978,138945.0668755306
3286,154240.91091073226
13019,350112.53147028043
1421,150330.03367372428
13502,195392.08817286545
14811,116754.9196377091
9297,296052.0387212896
7749,473750.4321160369
16555,139779.55298144507
14576,186345.61317889573
12766,167784.62607716132
4679,131812.97698299648
10033,185363.19927732192
11231,262963.53184048494
15112,160157.4604376509
10617,179065.59350558312
2175,170028.33858140453
16502,464532.98857616144
10106,191153.1769999833
12561,155429.29551801665
15907,297619.8635981035
8069,124717.42772041993
8316,125740.41645666784
12343,255749.15675686265
12092,188247.9258687343
1527,167905.59020312372
10010,200092.8692932033
655,119440.83562475779
